name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Cristiano Ronaldo,C. Ronaldo,F,Portugal,9,0,0,15.7,0
Lionel Messi,L. Messi,F,Argentina,10,18,18,17.7,0
Lamine Yamal,L. Yamal,M,Spain,11.5,1,1,20.5,0
Kylian Mbappé,K. Mbappé,F,France,12,12,12,33.6,0
Vinícius Júnior,Vinícius Jr.,M,Brazil,11,11,11,9.6,0
Neymar,Neymar,M,Brazil,6.5,0,0,3.8,0
Jude Bellingham,J. Bellingham,M,England,8.5,0,0,6.2,0
Raphinha,Raphinha,M,Brazil,10.5,3,3,10,0
Erling Haaland,E. Haaland,F,Norway,10,14,14,12.1,0
Pedri,Pedri,M,Spain,9,9,9,14.8,0
Mohamed Salah,M. Salah,M,Egypt,8,7,7,1.9,0
Federico Valverde,F. Valverde,M,Uruguay,8,1,1,5.4,0
Endrick,Endrick,F,Brazil,6,0,0,17.1,0
Arda Güler,A. Güler,M,Türkiye,8,5,5,7.9,0
Marcus Rashford,M. Rashford,M,England,7,0,0,2.5,0
Harry Kane,H. Kane,F,England,12,0,0,22.7,0
Luka Modrić,L. Modrić,M,Croatia,7.5,0,0,4.1,0
Bruno Fernandes,B. Fernandes,M,Portugal,9.5,0,0,17.3,0
Kevin De Bruyne,K. De Bruyne,M,Belgium,7.5,3,3,5,0
Ousmane Dembélé,O. Dembélé,M,France,11.5,4,4,10.7,0
Pablo Gavi,Gavi,M,Spain,6.5,3,3,2.4,0
Brahim Díaz,B. Díaz,M,Morocco,7.5,6,6,3.1,0
Julián Alvarez,J. Álvarez,F,Argentina,9,0,0,12.5,0
Thibaut Courtois,T. Courtois,G,Belgium,6.5,6,6,13.4,0
Michael Olise,M. Olise,M,France,10.5,9,9,25.6,0
Frenkie de Jong,F. de Jong,M,Netherlands,7.5,5,5,2.4,0
Viktor Gyökeres,V. Gyökeres,F,Sweden,7.5,12,12,5.1,0
Omar Marmoush,O. Marmoush,F,Egypt,7.5,5,5,2.2,0
Bukayo Saka,B. Saka,M,England,9,0,0,2,0
Dani Olmo,D. Olmo,M,Spain,7,1,1,3,0
Antonio Rüdiger,A. Rüdiger,D,Germany,5,1,1,11.2,0
Sadio Mané,S. Mané,M,Senegal,8,4,4,1.3,0
Luis Díaz,L. Díaz,M,Colombia,8.5,0,0,10.7,0
Pau Cubarsí,P. Cubarsí,D,Spain,6,9,9,17.3,0
Jules Koundé,J. Koundé,D,France,6.5,4,4,6,0
Ferran Torres,F. Torres,F,Spain,7,-1,-1,5.9,0
Aurélien Tchouaméni,A. Tchouaméni,M,France,6.5,5,5,3,0
Florian Wirtz,F. Wirtz,M,Germany,8.5,8,8,4.6,0
Achraf Hakimi,A. Hakimi,D,Morocco,8,9,9,16,0
Ronald Araújo,R. Araújo,D,Uruguay,5,0,0,1.9,0
João Félix,J. Félix,M,Portugal,7,0,0,1.9,0
Enzo Fernández,E. Fernández,M,Argentina,8,5,5,2.2,0
Joan García,J. García,G,Spain,4,0,0,9.6,0
Lautaro Martínez,L. Martínez,F,Argentina,7.5,0,0,4.3,0
Son Heung-min,S. Heung-min,M,South Korea,7,2,2,1.5,0
Jamal Musiala,J. Musiala,M,Germany,8.5,12,12,3.4,0
Nico Paz,N. Paz,M,Argentina,7,1,1,4.1,0
Désiré Doué,D. Doué,M,France,8,2,2,4.5,0
Amad Diallo,A. Diallo,M,Côte d'Ivoire,6.5,10,10,1.9,0
Antoine Semenyo,A. Semenyo,M,Ghana,7,0,0,2.9,0
Abdukodir Khusanov,A. Khusanov,D,Uzbekistan,4,0,0,11,0
Alexander Isak,A. Isak,F,Sweden,7,13,13,2.6,0
João Cancelo,J. Cancelo,D,Portugal,5.5,0,0,15.8,0
Emam Ashour,E. Ashour,M,Egypt,5,10,10,0.6,0
Rayan Cherki,R. Cherki,M,France,8,1,1,7,0
Virgil van Dijk,V. van Dijk,D,Netherlands,7,11,11,13.1,0
Nicolas Jackson,N. Jackson,F,Senegal,6,-1,-1,2,0
Casemiro,Casemiro,M,Brazil,6.5,0,0,4.8,0
Kenan Yıldız,K. Yıldız,M,Türkiye,7.5,4,4,0.7,0
David Alaba,D. Alaba,D,Austria,5.5,3,3,3.8,0
Rodri,Rodri,M,Spain,7.5,8,8,2.5,0
Jérémy Doku,J. Doku,M,Belgium,8.5,2,2,6.5,0
Giorgian de Arrascaeta,G. de Arrascaeta,M,Uruguay,6.5,0,0,0.1,0
Nico Williams,N. Williams,M,Spain,8,1,1,1.9,0
Martin Ødegaard,M. Ødegaard,M,Norway,8,7,7,2,0
Moisés Caicedo,M. Caicedo,M,Ecuador,7,4,4,3.4,0
Matheus Cunha,M. Cunha,F,Brazil,7.5,2,2,3.3,0
Rafael Leão,R. Leão,M,Portugal,6.5,0,0,3.5,0
Memphis Depay,M. Depay,F,Netherlands,7.5,0,0,2.1,0
Riyad Mahrez,R. Mahrez,M,Algeria,8,1,1,0.4,0
Alexis Mac Allister,A. Mac Allister,M,Argentina,7.5,3,3,1.7,0
Vitinha,Vitinha,M,Portugal,8.5,0,0,15.3,0
Kai Havertz,K. Havertz,F,Germany,7,13,13,9.7,0
Bernardo Silva,B. Silva,M,Portugal,6.5,0,0,4.2,0
Declan Rice,D. Rice,M,England,8,0,0,4.5,0
Lucas Paquetá,L. Paquetá,M,Brazil,6.5,4,4,2.1,0
Gabriel Martinelli,G. Martinelli,F,Brazil,7.5,0,0,0.8,0
Alisson,Alisson,G,Brazil,6,3,3,12.9,0
Darwin Núñez,D. Núñez,F,Uruguay,6,0,0,3.2,0
James Rodríguez,J. Rodríguez,M,Colombia,6,0,0,5.5,0
Yoane Wissa,Y. Wissa,F,DR Congo,5.5,0,0,1.3,0
Eric García,E. García,D,Spain,5.5,0,0,4.2,0
Simon Adingra,S. Adingra,M,Côte d'Ivoire,5.5,0,0,0.8,0
Bono,Bono,G,Morocco,5.5,6,6,11.5,0
Emiliano Martínez,E. Martínez,G,Argentina,5.5,6,6,20.9,0
Eberechi Eze,E. Eze,M,England,6,0,0,5,0
Noussair Mazraoui,N. Mazraoui,D,Morocco,6,6,6,6.5,0
Gabriel Magalhães,G. Magalhães,D,Brazil,7,7,7,12.2,0
Anthony Gordon,A. Gordon,M,England,7,0,0,2.1,0
Iliman Ndiaye,I. Ndiaye,M,Senegal,6.5,4,4,0.8,0
Cédric Bakambu,C. Bakambu,F,DR Congo,4.5,0,0,0.7,0
Kobbie Mainoo,K. Mainoo,M,England,5.5,0,0,3.5,0
Romelu Lukaku,R. Lukaku,F,Belgium,6,0,0,5.2,0
Lisandro Martínez,L. Martínez,D,Argentina,5.5,8,8,4.9,0
Manuel Neuer,M. Neuer,G,Germany,5.5,4,4,12.3,0
Rodrigo De Paul,R. De Paul,M,Argentina,6,8,8,4.3,0
Nick Woltemade,N. Woltemade,F,Germany,6,0,0,3.8,0
Joško Gvardiol,J. Gvardiol,D,Croatia,7,0,0,5.5,0
Reece James,R. James,D,England,5.5,0,0,6,0
Cody Gakpo,C. Gakpo,M,Netherlands,7.5,4,4,1.8,0
Zizo,Zizo,M,Egypt,5.5,0,0,0.5,0
Rayan Aït-Nouri,R. Aït-Nouri,D,Algeria,5.5,0,0,3,0
Igor Thiago,I. Thiago,F,Brazil,6,1,1,4.7,0
Franck Kessié,F. Kessié,M,Côte d'Ivoire,6.5,5,5,0.5,0
João Neves,J. Neves,M,Portugal,8,0,0,4.9,0
Ederson,Ederson,G,Brazil,5,0,0,1.9,0
Rayan,Rayan,F,Brazil,5.5,0,0,2.4,0
Joshua Kimmich,J. Kimmich,D,Germany,7.5,14,14,9,0
Marc Cucurella,M. Cucurella,D,Spain,6.5,9,9,11.2,0
William Saliba,W. Saliba,D,France,7,3,3,9.9,0
N'Golo Kanté,N. Kanté,M,France,5,0,0,6.2,0
Nuno Mendes,N. Mendes,D,Portugal,7.5,0,0,24.4,0
Chancel Mbemba,C. Mbemba,D,DR Congo,4.5,0,0,0.8,0
Hamza Abdelkarim,H. Abdelkarim,F,Egypt,4,1,1,2.5,0
Bradley Barcola,B. Barcola,M,France,7,7,7,1.5,0
Pedro Neto,P. Neto,M,Portugal,7,0,0,0.8,0
Leroy Sané,L. Sané,M,Germany,7,2,2,1.3,0
Rúben Dias,R. Dias,D,Portugal,6.5,0,0,6,0
Marquinhos,Marquinhos,D,Brazil,6.5,6,6,10.3,0
Noni Madueke,N. Madueke,M,England,6,0,0,1.6,0
Fiston Mayele,F. Mayele,F,DR Congo,4.5,0,0,0.2,0
Ibrahim Mbaye,I. Mbaye,F,Senegal,4.5,6,6,1.2,0
Thomas Partey,T. Partey,M,Ghana,5.5,0,0,0.9,0
Ibrahim Maza,I. Maza,M,Algeria,7,1,1,0.9,0
Eldor Shomurodov,E. Shomurodov,F,Uzbekistan,4.5,0,0,0.7,0
Christian Pulišić,C. Pulišić,M,USA,7.5,8,8,2,0
Mahmoud Trézéguet,M. Trézéguet,M,Egypt,5.5,0,0,0.7,0
Tijjani Reijnders,T. Reijnders,M,Netherlands,7.5,3,3,0.8,0
Cristian Romero,C. Romero,D,Argentina,5.5,9,9,8.1,0
Piero Hincapié,P. Hincapié,D,Ecuador,6,2,2,10.3,0
Bruno Guimarães,B. Guimarães,M,Brazil,8,5,5,0.9,0
Richard Ríos,R. Ríos,M,Colombia,6,0,0,2.2,0
Azzedine Ounahi,A. Ounahi,M,Morocco,7,4,4,0.6,0
Ibrahima Konaté,I. Konaté,D,France,5,0,0,6.5,0
Jean-Ricner Bellegarde,J. Bellegarde,M,Haiti,4.5,4,4,0.5,0
Pape Gueye,P. Gueye,M,Senegal,6.5,3,3,0.7,0
Abbosbek Fayzullaev,A. Fayzullaev,M,Uzbekistan,4,0,0,1.8,0
Willian Pacho,W. Pacho,D,Ecuador,6,5,5,20.3,0
Santiago Giménez,S. Giménez,F,Mexico,5,0,0,1.7,0
Hakan Çalhanoğlu,H. Çalhanoğlu,M,Türkiye,8,6,6,0.8,0
Mateo Kovačić,M. Kovačić,M,Croatia,6,0,0,2,0
Wilson Isidor,W. Isidor,F,Haiti,4.5,1,1,0.7,0
Ismael Saibari,I. Saibari,M,Morocco,6.5,9,9,1.1,0
Jhon Arias,J. Arias,M,Colombia,6,0,0,2.2,0
Mohamed Amoura,M. E. A. Amoura,F,Algeria,6.5,0,0,0.4,0
Yan Diomande,Y. Diomande,M,Côte d'Ivoire,8,8,8,1.4,0
Leandro Trossard,L. Trossard,M,Belgium,7,5,5,1.2,0
Théo Bongonda,T. Bongonda,M,DR Congo,4.5,0,0,0.2,0
David Raya,D. Raya,G,Spain,4.5,0,0,12.3,0
Meschak Elia,M. Elia,F,DR Congo,4.5,0,0,0.1,0
Mikel Merino,M. Merino,M,Spain,6,1,1,2.3,0
Ramy Bensebaini,R. Bensebaini,D,Algeria,6,4,4,5.4,0
Pape Matar Sarr,P. Sarr,M,Senegal,5.5,0,0,1,0
Ryan Gravenberch,R. Gravenberch,M,Netherlands,7,11,11,1,0
Alphonso Davies,A. Davies,D,Canada,6,0,0,2.3,0
Ismaïla Sarr,I. Sarr,F,Senegal,5,1,1,2.4,0
Mohamed Abdelmonem,M. Abdelmonem,D,Egypt,4.5,0,0,0.3,0
Raúl Jiménez,R. Jiménez,F,Mexico,6,9,9,3.6,0
Senne Lammens,S. Lammens,G,Belgium,4.5,0,0,1.9,0
Nico O'Reilly,N. O’Reilly,D,England,6,0,0,11.2,0
Amine Gouiri,A. Gouiri,F,Algeria,5,1,1,0.6,0
Edin Džeko,E. Džeko,F,Bosnia & Herzegovina,6,0,0,3,0
Luis Javier Suárez,L. J. Suárez ,F,Colombia,7,0,0,2.2,0
Leandro Paredes,L. Paredes,M,Argentina,5,0,0,2,0
Thiago Almada,T. Almada,M,Argentina,6.5,2,2,0.8,0
Martín Zubimendi,M. Zubimendi,M,Spain,6,0,0,2.3,0
Denzel Dumfries,D. Dumfries,D,Netherlands,6.5,4,4,8.5,0
Manuel Akanji,M. Akanji,D,Switzerland,5.5,7,7,5.1,0
Andy Robertson,A. Robertson,D,Scotland,5,8,8,3.2,0
Bilal El Khannouss,B. E. Khannouss,M,Morocco,6.5,6,6,0.2,0
Ayoub El Kaabi,A. E. Kaabi,F,Morocco,6,0,0,1.7,0
Kang-in Lee,K. Lee,M,South Korea,6,12,12,1.4,0
Marcus Thuram,M. Thuram,F,France,6,0,0,3.2,0
Theo Hernández,T. Hernández,D,France,6,2,2,8.9,0
Scott McTominay,S. McTominay,M,Scotland,7,2,2,3.9,0
Marc Guéhi,M. Guéhi,D,England,6,0,0,9.8,0
Sofyan Amrabat,S. Amrabat,M,Morocco,5.5,0,0,1.4,0
Anis Hadj Moussa,A. H. Moussa,F,Algeria,5.5,2,2,1.3,0
Hannibal Mejbri,H. Mejbri,M,Tunisia,4.5,9,9,0.6,0
Mamadou Sarr,M. Sarr,D,Senegal,5,0,0,0.7,0
Kalidou Koulibaly,K. Koulibaly,D,Senegal,5,2,2,2.7,0
Gonçalo Ramos,G. Ramos,F,Portugal,5.5,0,0,4.2,0
Diogo Dalot,D. Dalot,D,Portugal,5,0,0,1.7,0
Luiz Henrique,L. Henrique,M,Brazil,6,2,2,2,0
Kendry Páez,K. Páez,M,Ecuador,5.5,0,0,0.7,0
Alexander Sørloth,A. Sørloth,F,Norway,6.5,1,1,3.1,0
Kerem Aktürkoğlu,K. Aktürkoğlu,F,Türkiye,6,0,0,1.7,0
Giuliano Simeone,G. Simeone,M,Argentina,6.5,0,0,1.5,0
Fabián Ruiz,F. Ruiz,M,Spain,7.5,5,5,1.3,0
Takefusa Kubo,T. Kubo,M,Japan,6.5,5,5,1.8,0
Julián Quiñones,J. Quiñones,F,Mexico,4.5,11,11,1.4,0
José Manuel López,J. López,F,Argentina,5,0,0,1,0
Mohamed El-Shenawy,M. El-Shenawy,G,Egypt,4.5,0,0,0.4,0
James Trafford,J. Trafford,G,England,4,0,0,1.7,0
Jonathan David,J. David,F,Canada,6.5,1,1,1.5,0
John Stones,J. Stones,D,England,5,0,0,1.8,0
Idrissa Gana Gueye,I. Gueye,M,Senegal,5.5,3,3,1.1,0
Valentín Barco,V. Barco,M,Argentina,6,0,0,1.5,0
Gonzalo Plata,G. Plata,M,Ecuador,6,4,4,1.1,0
Duckens Nazon,D. Nazon,F,Haiti,4,0,0,0.4,0
Ferdi Kadıoğlu,F. Kadıoğlu,D,Türkiye,5.5,4,4,3.8,0
Ayyoub Bouaddi,A. Bouaddi,M,Morocco,5,5,5,0.5,0
Soufiane Rahimi,S. Rahimi,F,Morocco,5,1,1,0.5,0
Nathan Aké,N. Aké,D,Netherlands,5,0,0,3,0
Francisco Conceição,F. Conceição,M,Portugal,6,0,0,2.2,0
Matheus Nunes,M. Nunes,D,Portugal,5.5,0,0,3.1,0
Ollie Watkins,O. Watkins,F,England,6,0,0,3.1,0
Assane Diao,A. Diao,F,Senegal,5,0,0,0.3,0
Lamine Camara,L. Camara,M,Senegal,6,1,1,1,0
Luca Zidane,L. Zidane,G,Algeria,5,1,1,1.9,0
Malo Gusto,M. Gusto,D,France,5,0,0,1,0
Nicolás González,N. González,M,Argentina,5.5,4,4,1,0
Oscar Bobb,O. Bobb,M,Norway,5.5,1,1,1.1,0
Frantzdy Pierrot,F. Pierrot,F,Haiti,4,1,1,0.3,0
Mehdi Taremi,M. Taremi,F,Iran,5,3,3,1.1,0
Edouard Mendy,E. Mendy,G,Senegal,5.5,3,3,3.4,0
Iñaki Williams,I. Williams,M,Ghana,6,0,0,1.3,0
Nicolás Otamendi,N. Otamendi,D,Argentina,5,1,1,3,0
Manuel Ugarte,M. Ugarte,M,Uruguay,5.5,2,2,1,0
Noa Lang,N. Lang,F,Netherlands,5.5,0,0,1.3,0
Warren Zaïre-Emery,W. Zaïre-Emery,M,France,6,0,0,2.1,0
Juan Musso,J. Musso,G,Argentina,4,0,0,1.1,0
Orkun Kökçü,O. Kökçü,M,Türkiye,5.5,4,4,1.4,0
Aaron Wan-Bissaka,A. Wan-Bissaka,D,DR Congo,5,0,0,0.9,0
Neil El Aynaoui,N. El Aynaoui,M,Morocco,5,5,5,0.9,0
Donyell Malen,D. Malen,F,Netherlands,7,3,3,2,0
Guéla Doué,G. Doué,D,Côte d'Ivoire,5,8,8,2.9,0
Aleksandar Pavlović,A. Pavlović,M,Germany,6.5,5,5,1.6,0
Farès Chaïbi,F. Chaïbi,M,Algeria,6,3,3,0.9,0
Danilo,Danilo,D,Brazil,4.5,1,1,1.9,0
Ivan Perišić,I. Perišić,M,Croatia,6.5,0,0,1.1,0
Danilo Santos,D. Santos,M,Brazil,5.5,0,0,1.7,0
Nicolás de la Cruz,N. De la Cruz,M,Uruguay,4.5,4,4,0.5,0
Víctor Muñoz,V. Muñoz,F,Spain,4.5,0,0,0.8,0
Dayot Upamecano,D. Upamecano,D,France,6,6,6,10.8,0
Mike Maignan,M. Maignan,G,France,6,2,2,13.3,0
Mikel Oyarzabal,M. Oyarzabal,F,Spain,8,1,1,6.9,0
Rúben Neves,R. Neves,M,Portugal,6.5,0,0,0.6,0
Kim Min-jae,K. Min-jae,D,South Korea,5.5,5,5,3.3,0
Morgan Rogers,M. Rogers,M,England,6,0,0,2.5,0
Jorrel Hato,J. Hato,D,Netherlands,4.5,0,0,1,0
Giovani Lo Celso,G. Lo Celso,M,Argentina,5.5,0,0,0.7,0
Gilberto Mora,G. Mora,M,Mexico,6,1,1,2,0
Jorge Carrascal,J. Carrascal,M,Colombia,4.5,0,0,0.8,0
Pervis Estupiñán,P. Estupiñán,D,Ecuador,5,0,0,1.5,0
Noah Sadiki,N. Sadiki,M,DR Congo,5,0,0,0.4,0
Granit Xhaka,G. Xhaka,M,Switzerland,7,6,6,1.5,0
Tim Payne,T. Payne,D,New Zealand,4,1,1,2,0
Luka Vušković,L. Vušković,D,Croatia,5.5,0,0,4.6,0
Relebohile Mofokeng,R. Mofokeng,M,South Africa,4,0,0,1.3,0
Nahuel Molina,N. Molina,D,Argentina,4,1,1,7.3,0
Charles De Ketelaere,C. De Ketelaere,F,Belgium,6.5,5,5,1.1,0
Altay Bayındır,A. Bayındır,G,Türkiye,4.5,0,0,0.5,0
El Hadji Malick Diouf,E. H. M. Diouf,M,Senegal,4,2,2,3.8,0
Alex Sandro,A. Sandro,D,Brazil,4.5,0,0,0.9,0
Julio Enciso,J. Enciso,M,Paraguay,6,8,8,1.2,0
Ivan Toney,I. Toney,F,England,5.5,0,0,1.3,0
Barış Alper Yılmaz,B. A. Yılmaz,M,Türkiye,5.5,0,0,1.6,0
Folarin Balogun,F. Balogun,F,USA,6,13,13,1.9,0
Houssem Aouar,H. Aouar,M,Algeria,6,0,0,0.9,0
Chemsdine Talbi,C. Talbi,M,Morocco,4.5,1,1,0.4,0
Léo Pereira,L. Pereira,D,Brazil,5,0,0,0.4,0
Chadi Riad,C. Riad,D,Morocco,4.5,2,2,0.4,0
Alejandro Grimaldo,A. Grimaldo,M,Spain,6,0,0,1.6,0
Diogo Costa,D. Costa,G,Portugal,5.5,0,0,9.8,0
Antonio Nusa,A. Nusa,M,Norway,6.5,4,4,2.1,0
Nicolas Pépé,N. Pépé,F,Côte d'Ivoire,6,2,2,1.8,0
Exequiel Palacios,E. Palacios,M,Argentina,5.5,0,0,0.6,0
Micky van de Ven,M. van de Ven,D,Netherlands,5.5,1,1,7.9,0
Gerónimo Rulli,G. Rulli,G,Argentina,4.5,0,0,0.4,0
Leon Goretzka,L. Goretzka,M,Germany,6,1,1,2.2,0
Bremer,Bremer,D,Brazil,5,0,0,1.5,0
Francisco Trincão,F. Trincão,M,Portugal,7,0,0,0.2,0
Krépin Diatta,K. Diatta,D,Senegal,5,4,4,0.3,0
Anthony Elanga,A. Elanga,M,Sweden,6,1,1,1.7,0
Patrik Schick,P. Schick,F,Czechia,7,1,1,1,0
Jordan Ayew,J. Ayew,F,Ghana,5.5,0,0,0.9,0
Wilfried Singo,W. Singo,D,Côte d'Ivoire,4.5,16,16,0.9,0
Habib Diarra,H. Diarra,M,Senegal,5.5,0,0,0.5,0
Davinson Sánchez,D. Sánchez,D,Colombia,5,0,0,1.3,0
Dominik Livaković,D. Livaković,G,Croatia,5,0,0,5.1,0
Nico Schlotterbeck,N. Schlotterbeck,D,Germany,7,13,13,3.3,0
Adrien Rabiot,A. Rabiot,M,France,6.5,9,9,0.9,0
Gessime Yassine,G. Yassine,M,Morocco,5,0,0,0.2,0
Haissem Hassan,H. Hassan,M,Egypt,4,0,0,0.8,0
Juan Fernando Quintero,J. Quintero,M,Colombia,4.5,0,0,0.8,0
Josué Casimir,J. Casimir,M,Haiti,4,1,1,0.4,0
Daniel Muñoz,D. Muñoz,D,Colombia,5.5,0,0,4.1,0
Lucas Hernández,L. Hernández,D,France,4.5,0,0,1.3,0
Hicham Boudaoui,H. Boudaoui,M,Algeria,5.5,3,3,0.3,0
Jean-Philippe Mateta,J. Mateta,F,France,5.5,0,0,1.3,0
Seko Fofana,S. Fofana,M,Côte d'Ivoire,5.5,1,1,0.7,0
Pedro Porro,P. Porro,D,Spain,5.5,0,0,3.4,0
Renato Veiga,R. Veiga,D,Portugal,5,0,0,0.4,0
Diego Gómez,D. Gómez,M,Paraguay,6,0,0,0.9,0
Fabinho,Fabinho,M,Brazil,5.5,1,1,0.9,0
Nicolás Tagliafico,N. Tagliafico,D,Argentina,5,0,0,0.9,0
Elliot Anderson,E. Anderson,M,England,6.5,0,0,1.2,0
Charles Pickel,C. Pickel,M,DR Congo,4.5,0,0,0,0
Ange-Yoan Bonny,A. Bonny,F,Côte d'Ivoire,5,1,1,0.5,0
Can Uzun,C. Uzun,M,Türkiye,6,0,0,1.2,0
Jonathan Tah,J. Tah,D,Germany,6.5,3,3,3.4,0
Tim Weah,T. Weah,M,USA,5.5,1,1,0.8,0
Esmir Bajraktarević,E. Bajraktarević,M,Bosnia & Herzegovina,5.5,1,1,1.2,0
Martin Baturina,M. Baturina,M,Croatia,6,0,0,1.5,0
Salem Al-Dawsari,S. Al-Dawsari,M,Saudi Arabia,5.5,1,1,0.9,0
Jens Petter Hauge,J. Hauge,M,Norway,6,0,0,1.1,0
Josip Stanišić,J. Stanišić,D,Croatia,5.5,0,0,2.4,0
Ahmadou Bamba Dieng,A. B. Dieng,F,Senegal,4.5,0,0,0.1,0
Enner Valencia,E. Valencia,F,Ecuador,5.5,4,4,2.3,0
Saud Abdulhamid,S. Abdulhamid,D,Saudi Arabia,4.5,3,3,0.3,0
