name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Ahmed Nadhir Benbouali,A. N. Benbouali,F,Algeria,4,0,0,0.1,0
Alan Minda,A. Minda,F,Ecuador,4.5,0,0,0.1,0
Tani Oluwaseyi,T. Oluwaseyi,F,Canada,5,2,2,0.1,0
Ibrahim Bayesh,I. Bayesh,M,Iraq,4,3,3,0,0
Tyler Fletcher,T. Fletcher,M,Scotland,4,0,0,0.6,0
Duje Ćaleta-Car,D. Ćaleta-Car,D,Croatia,5,0,0,0.1,0
Tahith Chong,T. Chong,M,Curaçao,4,6,6,0.5,0
Brian Rodríguez,B. Rodríguez,M,Uruguay,5,1,1,0.2,0
Gustavo Puerta,G. Puerta,M,Colombia,4.5,0,0,0.1,0
Mert Müldür,M. Müldür,D,Türkiye,4.5,1,1,0.1,0
Rubén Vargas,R. Vargas,M,Switzerland,5.5,7,7,0.6,0
Hans Vanaken,H. Vanaken,M,Belgium,5.5,1,1,0.5,0
Jeremy Arevalo,J. Arévalo,F,Ecuador,4,0,0,0.3,0
Thomas Meunier,T. Meunier,D,Belgium,5,3,3,0.4,0
Carl Fred Sainté,C. F. Sainté,D,Haiti,4,0,0,0,0
Matías Fernández-Pardo,M. Fernandez,F,Belgium,5.5,0,0,0.8,0
Yukinari Sugawara,Y. Sugawara,D,Japan,4.5,2,2,0.1,0
Alex Arce,A. Arce,F,Paraguay,4.5,-1,-1,0.1,0
Brenden Aaronson,B. Aaronson,M,USA,5.5,0,0,0.4,0
Mark Flekken,M. Flekken,G,Netherlands,4,0,0,0.4,0
Rami Rabia,R. Rabia,D,Egypt,5,2,2,0.1,0
Orbelín Pineda,O. Pineda,M,Mexico,5.5,0,0,0.5,0
Ozan Kabak,O. Kabak,D,Türkiye,4.5,0,0,0.1,0
Sebastian Nanasi,S. Nanasi,M,Sweden,5,0,0,0.1,0
Yazan Al-Arab,Y. Al-Arab,D,Jordan,4,2,2,0.1,0
César Montes,C. Montes,D,Mexico,4.5,6,6,0.3,0
Pedro Vite,P. Vite,M,Ecuador,5.5,7,7,0.4,0
Brice Samba,B. Samba,G,France,4,0,0,0.3,0
Zeki Amdouni,Z. Amdouni,F,Switzerland,5,2,2,0.1,0
David Raum,D. Raum,D,Germany,6,1,1,6,0
Sander Berge,S. Berge,M,Norway,6,5,5,1,0
Ronwen Williams,R. Williams,G,South Africa,5,2,2,1.2,0
Yuito Suzuki,Y. Suzuki,F,Japan,5,0,0,0.4,0
Nikola Vasilj,N. Vasilj,G,Bosnia & Herzegovina,5,2,2,1,0
Sergio Rochet,S. Rochet,G,Uruguay,5,0,0,0.9,0
Mohammad Abu Zrayq,Shararh,M,Jordan,4,0,0,0.1,0
Amir Al-Ammari,A. Al-Ammari,M,Iraq,4,6,6,0.1,0
Mateo Chávez,M. Chávez,D,Mexico,4.5,0,0,0.2,0
Salih Özcan,S. Özcan,M,Türkiye,4.5,1,1,0.1,0
Alex Zendejas,A. Zendejas,M,USA,5,0,0,0.1,0
Ahmed Fatouh,A. Aboul-Fetouh,D,Egypt,4.5,2,2,0.2,0
Hossam Abdelmaguid,H. Abdelmaguid,D,Egypt,4.5,0,0,0,0
Marin Pongračić,M. Pongračić,D,Croatia,4.5,0,0,0.1,0
Abduvokhid Nematov,A. Nematov,G,Uzbekistan,4,0,0,0.2,0
Nathan Ngoy,N. Ngoy,D,Belgium,4.5,7,7,0.4,0
Nikola Moro,N. Moro,M,Croatia,4.5,0,0,0.1,0
Dailon Rocha Livramento,D. R. Livramento,F,Cabo Verde,4.5,2,2,0.1,0
Teboho Mokoena,T. Mokoena,M,South Africa,4.5,3,3,0.4,0
Waldemar Anton,W. Anton,D,Germany,4.5,1,1,0.2,0
Alexander Nübel,A. Nübel,G,Germany,4,0,0,0.5,0
Mohamed Touré,M. Touré,F,Australia,5,1,1,0.1,0
Yan Valery,Y. Valery,D,Tunisia,4.5,0,0,0.1,0
Gideon Mensah,G. Mensah,D,Ghana,4.5,0,0,0.2,0
Jonas Adjei Adjetey,J. A. Adjetey,D,Ghana,4.5,0,0,0.1,0
Gue-sung Cho,G. Cho,F,South Korea,4.5,0,0,0.1,0
Alexandre Pierre,A. Pierre,G,Haiti,4,0,0,0.1,0
Keeto Thermoncy,K. Thermoncy,D,Haiti,4,0,0,0.1,0
Marwane Saadane,M. Saadane,D,Morocco,4,0,0,0.1,0
Marko Farji,M. Farji,M,Iraq,4,0,0,0.1,0
Hazem Mastouri,H. Mastouri,F,Tunisia,4.5,0,0,0.1,0
Timothy Castagne,T. Castagne,D,Belgium,5,3,3,0.3,0
Dominik Kotarski,D. Kotarski,G,Croatia,4.5,0,0,0.1,0
Mats Wieffer,M. Wieffer,D,Netherlands,4.5,0,0,0.1,0
Hernán Galíndez,H. Galíndez,G,Ecuador,4.5,3,3,1.2,0
Isidro Pitta,I. Pitta,F,Paraguay,4.5,0,0,0.1,0
Adalberto Carrasquilla,A. Carrasquilla,M,Panama,4.5,0,0,0.1,0
Isak Hien,I. Hien,D,Sweden,4.5,3,3,0.2,0
Taha Abdi Ali,T. Ali,M,Sweden,4.5,0,0,0.2,0
Benjamin Tahirović,B. Tahirović,M,Bosnia & Herzegovina,5,3,3,0.1,0
Djibril Sow,D. Sow,M,Switzerland,5.5,0,0,0.4,0
Nikola Katić,N. Katić,D,Bosnia & Herzegovina,4.5,12,12,0.2,0
Robin Roefs,R. Roefs,G,Netherlands,4.5,0,0,0.3,0
Haji Wright,H. Wright,F,USA,4.5,0,0,0.2,0
Patrick Berg,P. Berg,M,Norway,6,1,1,0.9,0
Jamie Leweling,J. Leweling,M,Germany,4.5,0,0,0.1,0
Steve Kapuadi,S. Kapuadi,D,DR Congo,4,0,0,0.1,0
Mehdi Ghayedi,M. Ghayedi,M,Iran,4.5,1,1,0.1,0
Chris Richards,C. Richards,D,USA,5,4,4,0.2,0
Oussama Benbot,O. Benbot,G,Algeria,4,0,0,0.1,0
Cyle Larin,C. Larin,F,Canada,5,6,6,0.2,0
Prince Kwabena Adu,P. K. Adu,F,Ghana,4,0,0,0.2,0
Alidu Seidu,A. Seidu,D,Ghana,4.5,0,0,0.1,0
Jean Michaël Seri,J. M. Seri,M,Côte d'Ivoire,4.5,0,0,0.1,0
Arthur Theate,A. Theate,D,Belgium,5.5,0,0,1.5,0
Kristijan Jakić,K. Jakić,M,Croatia,4.5,0,0,0.1,0
Lewis Ferguson,L. Ferguson,M,Scotland,5,7,7,0.2,0
Matías Galarza,M. Galarza,M,Paraguay,4,0,0,0.1,0
Guus Til,G. Til,M,Netherlands,5.5,0,0,0.4,0
Benjamin Nygren,B. Nygren,M,Sweden,6,2,2,0.8,0
Young-woo Seol,Y. W. Seol,D,South Korea,4.5,3,3,0.1,0
Matěj Kovář,M. Kovář,G,Czechia,5,5,5,0.6,0
Lawrence Ati Zigi,L. A. Zigi,G,Ghana,4.5,0,0,0.2,0
Jun-Ho Bae,B. Jun-Ho,M,South Korea,4.5,0,0,0,0
Utkir Yusupov,U. Yusupov,G,Uzbekistan,4,0,0,0.2,0
Sphephelo Sithole,S. Sithole,M,South Africa,4,-3,-3,0.1,0
Nicolas Raskin,N. Raskin,M,Belgium,5,3,3,0.1,0
Leo Østigård,L. Østigård,D,Norway,5,8,8,0.4,0
Nabil Donga,N. Donga,M,Egypt,4.5,0,0,0,0
Hussein Ali,H. Ali,D,Iraq,4,0,0,0.1,0
Wilguens Paugain,W. Paugain,D,Haiti,4,0,0,0,0
Samed Baždar,S. Baždar,F,Bosnia & Herzegovina,4,0,0,0.2,0
Martin Erlić,M. Erlić,D,Croatia,4.5,0,0,0.1,0
Ramin Rezaeian,R. Rezaeian,M,Iran,4.5,15,15,0,0
Sidny Lopes Cabral,S. L. Cabral,D,Cabo Verde,4,6,6,0.1,0
Camilo Vargas,C. Vargas,G,Colombia,4,0,0,1,0
Melvin Mastil,M. Mastil,G,Algeria,4,0,0,0,0
Ahmed Qasem,A. Qasem,M,Iraq,4,1,1,0.1,0
Saman Ghoddos,S. Ghoddos,M,Iran,4.5,5,5,0,0
Lawrence Shankland,L. Shankland,F,Scotland,4.5,3,3,0.2,0
Marten de Roon,M. de Roon,M,Netherlands,6,0,0,0.9,0
Remo Freuler,R. Freuler,M,Switzerland,5.5,4,4,0.4,0
Stephen Eustaquio,S. Eustaquio,M,Canada,5,6,6,0.1,0
Josué Duverger,J. Duverger,G,Haiti,4,0,0,0,0
Rani Khedira,R. Khedira,M,Tunisia,5,0,0,0.1,0
Federico Viñas,F. Viñas,F,Uruguay,4.5,2,2,0.2,0
Luis Chávez,L. Chávez,M,Mexico,5,1,1,0.2,0
Abdullah Al-Hamdan,A. Al-Hamdan,M,Saudi Arabia,4.5,1,1,0,0
Jaminton Campaz,Jaminton Campaz,M,Colombia,4.5,0,0,0.1,0
Mohamed Belhadj Mahmoud,M. H. Mahmoud,M,Tunisia,4.5,1,1,0,0
Raúl Rangel,R. Rangel,G,Mexico,4.5,8,8,1.3,0
Kojo Peprah Oppong,K. P. Oppong,D,Ghana,4.5,0,0,0,0
Ricardo Rodríguez,R. Rodríguez,D,Switzerland,5,10,10,0.4,0
Junior Alonso,J. Alonso,D,Paraguay,4.5,-3,-3,0.1,0
Vladimír Coufal,V. Coufal,D,Czechia,5.5,4,4,1.5,0
Keisuke Goto,K. Goto,F,Japan,4.5,0,0,0.1,0
Armin Gigović,A. Gigović,M,Bosnia & Herzegovina,4.5,2,2,0.1,0
Nawaf Al-Aqidi,N. Al-Aqidi,G,Saudi Arabia,4.5,0,0,0,0
Jorge Sánchez,J. Sánchez,D,Mexico,4.5,0,0,0.2,0
Matt Turner,M. Turner,G,USA,4.5,0,0,0.6,0
Robin Risser,R. Risser,G,France,4,0,0,0.2,0
Dylan Bronn,D. Bronn,D,Tunisia,4,0,0,0.1,0
Mohamed Kanno,M. Kanno,M,Saudi Arabia,5,5,5,0.1,0
Omar Rekik,O. Rekik,D,Tunisia,4.5,7,7,0,0
Odeh Fakhoury,O. A. Fakhouri,F,Jordan,4,3,3,0.1,0
Joaquin Seys,J. Seys,D,Belgium,5,0,0,0.1,0
Amir Hadžiahmetović,A. Hadžiahmetović,M,Bosnia & Herzegovina,4,0,0,0.2,0
Rahman Baba,R. Baba,D,Ghana,4.5,0,0,0.1,0
Mathew Ryan,M. Ryan,G,Australia,4.5,0,0,0.4,0
Amar Memić,A. Memić,M,Bosnia & Herzegovina,5,1,1,0.1,0
Fabián Balbuena,F. Balbuena,D,Paraguay,4.5,0,0,0.1,0
Jerome Opoku,J. Opoku,D,Ghana,4.5,0,0,0.1,0
Jordy Caicedo,J. Caicedo,F,Ecuador,4.5,0,0,0.3,0
Igor Sergeev,I. Sergeev,F,Uzbekistan,4,0,0,0.2,0
Ørjan Nyland,Ø. Nyland,G,Norway,5,3,3,1.2,0
Tsuyoshi Watanabe,T. Watanabe,D,Japan,5,2,2,0.2,0
Rodrigo Aguirre,R. Aguirre,F,Uruguay,5.5,0,0,0.6,0
Koki Ogawa,K. Ogawa,F,Japan,4.5,4,4,0.2,0
Mahdi Soliman,M. Soliman,G,Egypt,4,0,0,0,0
Ismael Díaz,I. Díaz,M,Panama,4.5,0,0,0.1,0
Iqraam Rayners,I. Rayners,F,South Africa,4,1,1,0.2,0
Yang Hyun-Jun,Y. Hyun-Jun,F,South Korea,4.5,0,0,0.1,0
Fabian Rieder,F. Rieder,M,Switzerland,5.5,0,0,0.4,0
Nicolas Seiwald,N. Seiwald,M,Austria,5.5,4,4,0.4,0
Nawaf Boushal,N. Boushal,D,Saudi Arabia,4,1,1,0.1,0
Michael Gregoritsch,M. Gregoritsch,F,Austria,5,0,0,0.1,0
Ayman Yahya,A. Yahya,M,Saudi Arabia,4.5,0,0,0,0
Aimar Sher,A. Sher,M,Iraq,4,0,0,0,0
Ali Alipour,A. Alipourghara,F,Iran,4.5,1,1,0,0
Akam Hashem,A. Hashem,D,Iraq,4,2,2,0.1,0
Oliver Baumann,O. Baumann,G,Germany,4.5,0,0,0.4,0
Abdulelah Al-Amri,A. Al-Amri,D,Saudi Arabia,4,10,10,0.1,0
Juan Portilla,J. Portilla,M,Colombia,4.5,0,0,0.1,0
Christopher Operi,C. Operi,D,Côte d'Ivoire,4,0,0,0.1,0
Evidence Makgopa,E. Makgopa,F,South Africa,4,2,2,0.2,0
Parfait Guiagon,P. Guiagon,M,Côte d'Ivoire,4.5,0,0,0,0
Khuliso Mudau,K. Mudau,D,South Africa,4,4,4,0.4,0
Kristian Thorstvedt,K. Thorstvedt,M,Norway,5,1,1,0.1,0
Gabriel Ávalos,G. Ávalos,F,Paraguay,4.5,0,0,0.1,0
Findlay Curtis,F. Curtis,M,Scotland,4.5,-1,-1,0.1,0
Kento Shiogai,K. Shiogai,F,Japan,4.5,1,1,0.1,0
Ivan Šunjić,I. Šunjić,M,Bosnia & Herzegovina,4.5,0,0,0.1,0
Elisha Owusu,E. Owusu,M,Ghana,4.5,0,0,0.1,0
Erik Lira,E. Lira,D,Mexico,4.5,14,14,0.2,0
Denil Castillo,D. Castillo,M,Ecuador,4.5,0,0,0.1,0
Rayan Elloumi,R. Elloumi,F,Tunisia,4,0,0,0.1,0
Tshepang Moremi,T. Moremi,M,South Africa,4,0,0,0.1,0
Kristoffer Ajer,K. Ajer,D,Norway,5,5,5,0.3,0
Abdullah Al-Khaibari,A. Al-Khaibari,M,Saudi Arabia,4.5,2,2,0,0
Seung Ho Paik,S. Paik,M,South Korea,5,4,4,0.1,0
Niko Sigur,N. Sigur,D,Canada,4,0,0,0.2,0
Gabriel Gudmundsson,G. Gudmundsson,D,Sweden,5,6,6,0.1,0
Mortadha Ben Ouanes,M. B. Ouanes,M,Tunisia,4.5,0,0,0,0
Stefan Posch,S. Posch,D,Austria,4.5,1,1,0.2,0
Saša Kalajdžić,S. Kalajdžić,F,Austria,4.5,0,0,0.1,0
Rustam Ashurmatov,R. Ashurmatov,D,Uzbekistan,4,0,0,0.1,0
Kevin Yakob,K. Yakob,M,Iraq,4,0,0,0,0
David Jurásek,D. Jurásek,D,Czechia,5,0,0,0.1,0
Abdul Mumin,A. Mumin,D,Ghana,4.5,0,0,0.1,0
Santiago Bueno,S. Bueno,D,Uruguay,4.5,0,0,0.1,0
Thalente Mbatha,T. Mbatha,M,South Africa,4,1,1,0.1,0
Israel Reyes,I. Reyes,D,Mexico,5,10,10,0.4,0
Aaron Tshibola,A. Tshibola,M,DR Congo,4,0,0,0.1,0
Nasser Al-Dawsari,N. Al-Dawsari,M,Saudi Arabia,4.5,3,3,0.1,0
Yaimar Medina,Y. Medina,D,Ecuador,4.5,0,0,0.1,0
Michel Aebischer,M. Aebischer,M,Switzerland,4.5,5,5,0.1,0
David Affengruber,D. Affengruber,D,Austria,4,0,0,0.1,0
Mohamed Koné,M. Koné,G,Côte d'Ivoire,4,0,0,0.1,0
Ryan Christie,R. Christie,M,Scotland,5,2,2,0.1,0
Junnosuke Suzuki,J. Suzuki,D,Japan,4.5,0,0,0.1,0
Moataz Nefati,M. Neffati,D,Tunisia,4,0,0,0,0
Ali Lajami,A. Lajami,D,Saudi Arabia,4,1,1,0.1,0
Jovane Cabral,J. Cabral,F,Cabo Verde,4.5,3,3,0.1,0
Alireza Beiranvand,A. Beiranvand,G,Iran,4.5,2,2,0.2,0
Álvaro Montero,Á. Montero,G,Colombia,4.5,0,0,0.2,0
Hassan Altambakti,H. Altambakti,D,Saudi Arabia,4.5,2,2,0.1,0
Firas Al-Buraikan,F. Al-Buraikan,F,Saudi Arabia,4.5,2,2,0.1,0
Roberto Fernández,R. Fernández,G,Paraguay,4.5,0,0,0.1,0
Aymen Dahmen,A. Dahmen,G,Tunisia,4.5,0,0,0.1,0
Abdelmouhib Chamakh,A. Chamakh,G,Tunisia,4,-2,-2,0.1,0
Frans Putros,F. Putros,D,Iraq,4,0,0,0.1,0
Ivan Bašić,I. Bašić,M,Bosnia & Herzegovina,4,5,5,0.2,0
Deiver Machado,D. Machado,D,Colombia,4,0,0,0.3,0
Tim Ream,T. Ream,D,USA,4.5,6,6,0.1,0
David Møller Wolfe,D. M. Wolfe,D,Norway,4.5,7,7,0.2,0
Ali Ahmed,A. Ahmed,M,Canada,4.5,1,1,0,0
Tomáš Chorý,T. Chorý,F,Czechia,4.5,1,1,0.1,0
Khozhiakbar Alizhonov,K. Alizhonov,D,Uzbekistan,4,0,0,0,0
Dayne St. Clair,D. St. Clair,G,Canada,5,0,0,0.4,0
Saeid Ezatolahi,S. Ezatolahi,M,Iran,4.5,4,4,0,0
Kamogelo Sebelebele,K. Sebelebele,M,South Africa,4,0,0,0.1,0
Ali Olwan,A. Olwan,F,Jordan,4,7,7,0.1,0
Romano Schmid,R. Schmid,M,Austria,6,8,8,0.8,0
Ahmed Reda Tagnaouti,A. R. Tagnaouti,G,Morocco,4,0,0,0.1,0
Xaver Schlager,X. Schlager,M,Austria,5.5,8,8,0.4,0
Gustavo Caballero,G. Caballero,M,Paraguay,4,0,0,0.1,0
Nico Elvedi,N. Elvedi,D,Switzerland,5,5,5,0.4,0
Willer Ditta,W. Ditta,D,Colombia,4.5,0,0,0.2,0
Joe Scally,J. Scally,D,USA,4.5,0,0,0.1,0
Musab Al Juwayr,M. A. Juwayr,M,Saudi Arabia,5,2,2,0.1,0
Juan Cáceres,J. Cáceres,D,Paraguay,4.5,2,2,0.1,0
Adem Arous,A. Arous,D,Tunisia,4,0,0,0,0
Sipho Chaine,S. Chaine,G,South Africa,4,0,0,0.1,0
Sebastian Berhalter,S. Berhalter,M,USA,5,2,2,0.1,0
Jens Castrop,J. Castrop,M,South Korea,5.5,0,0,0.4,0
Andrés Cubas,A. Cubas,M,Paraguay,5,4,4,0.1,0
Patrick Wimmer,P. Wimmer,M,Austria,5.5,1,1,0.4,0
Amine Ben Hmida,M. Ben Hmida,D,Tunisia,4,4,4,0,0
Sebastián Cáceres,S. Cáceres,D,Uruguay,4.5,4,4,0.1,0
Dennis Hadžikadunić,D. Hadžikadunić,D,Bosnia & Herzegovina,4.5,0,0,0,0
Alexander Freeman,A. Freeman,D,USA,5,9,9,0.1,0
Alejandro Romero,Kaku,M,Paraguay,4.5,0,0,0,0
Dženis Burnić,D. Burnić,M,Bosnia & Herzegovina,4.5,1,1,0,0
Jordan Bos,J. Bos,D,Australia,4.5,6,6,0.1,0
Saleh Al-Shehri,S. Al-Shehri,F,Saudi Arabia,4,0,0,0.1,0
Han-Beom Lee,H. Lee,D,South Korea,4.5,4,4,0.1,0
Marvin Senaya,M. Senaya,D,Ghana,4,0,0,0.2,0
Alessandro Circati,A. Circati,D,Australia,5,11,11,0.1,0
Samet Akaydın,S. Akaydın,D,Türkiye,4,0,0,0.1,0
Martin Zlomislić,M. Zlomislić,G,Bosnia & Herzegovina,4,0,0,0.2,0
Orlando Gill,O. Gill,G,Paraguay,4.5,1,1,0.1,0
Stjepan Radeljić,S. Radeljić,D,Bosnia & Herzegovina,4,0,0,0.1,0
Scott McKenna,S. McKenna,D,Scotland,4,0,0,0.3,0
Milad Mohammadi,M. Mohammadi,D,Iran,4.5,0,0,0.1,0
Cristian Volpato,C. Volpato,M,Australia,4.5,0,0,0.1,0
Nuno Da Costa,N. Da Costa,F,Cabo Verde,4,1,1,0.1,0
Brandon Mechele,B. Mechele,D,Belgium,4.5,8,8,0.1,0
Nihad Mujakić,N. Mujakić,D,Bosnia & Herzegovina,4,0,0,0.1,0
Jesús Gallardo,J. Gallardo,D,Mexico,4.5,8,8,0.4,0
Mohammed Al-Owais,M. Al-Owais,G,Saudi Arabia,4,7,7,0.1,0
Jackson Irvine,J. Irvine,M,Australia,5,1,1,0.1,0
Joseph Anang,J. Anang,G,Ghana,4,0,0,0.1,0
Alistair Johnston,A. Johnston,D,Canada,4.5,2,2,0.1,0
Rebin Sulaka,R. Sulaka,D,Iraq,4,0,0,0,0
Ji-sung Eom,J. Eom,M,South Korea,4.5,3,3,0,0
Garry Rodrigues,G. Rodrigues,M,Cabo Verde,4,0,0,0.1,0
Odiljon Khamrobekov,O. Khamrobekov,M,Uzbekistan,4,0,0,0,0
Derek Cornelius,D. Cornelius,D,Canada,4.5,3,3,0.1,0
Willy Semedo,W. Semedo,M,Cabo Verde,4,1,1,0.1,0
Mahmoud Saber,M. Saber,M,Egypt,4.5,0,0,0,0
Mohanad Lasheen,M. Lasheen,M,Egypt,5.5,8,8,0.4,0
Akmal Mozgovoy,A. Mozgovoy,M,Uzbekistan,4,0,0,0,0
Shogo Taniguchi,S. Taniguchi,D,Japan,4.5,3,3,0.1,0
Moteb Al-Harbi,M. Al-Harbi,D,Saudi Arabia,4,5,5,0,0
Jayden Adams,J. Adams,M,South Africa,4,2,2,0.1,0
José Córdoba,J. Córdoba,D,Panama,4,0,0,0.1,0
Aaron Hickey,A. Hickey,D,Scotland,4.5,9,9,0.1,0
Guillermo Martínez,G. Martínez,F,Mexico,4.5,0,0,0.2,0
Azizjon Ganiev,A. Ganiev,M,Uzbekistan,4,0,0,0,0
Aubrey Modiba,A. Modiba,D,South Africa,4,-1,-1,0.1,0
Auston Trusty,A. Trusty,D,USA,5,0,0,0.1,0
Augustine Boakye,A. Boakye,M,Ghana,5,0,0,0.1,0
Nkosinathi Sibisi,N. Sibisi,D,South Africa,4,-1,-1,0.1,0
Ayumu Seko,A. Seko,D,Japan,4.5,0,0,0.1,0
Carlos Acevedo,C. Acevedo,G,Mexico,4,0,0,0.1,0
Ivor Pandur,I. Pandur,G,Croatia,4,0,0,0.1,0
Anthony Valencia,A. Valencia,F,Ecuador,4,0,0,0.5,0
Jackson Porozo,J. Porozo,D,Ecuador,4.5,-1,-1,0.1,0
Torbjørn Heggem,T. Heggem,D,Norway,4.5,5,5,0.1,0
Jamshid Iskandarov,J. Iskanderov,M,Uzbekistan,4,0,0,0,0
João Paulo,J. Paulo,M,Cabo Verde,4,1,1,0.1,0
Luis Romo,L. Romo,D,Mexico,4,0,0,0.2,0
Amirhossein Hosseinzadeh,A. Hosseinzadeh,F,Iran,4.5,1,1,0,0
Logan Costa,L. Costa,D,Cabo Verde,4,0,0,0.1,0
Derrick Luckassen,D. Luckassen,D,Ghana,4,0,0,0.1,0
Ime Okon,I. Okon,D,South Africa,4,2,2,0.1,0
Florian Grillitsch,F. Grillitsch,M,Austria,5,0,0,0.1,0
Mohammad Mohebi,M. Mohebi,M,Iran,4.5,9,9,0,0
Gustaf Nilsson,G. Nilsson,F,Sweden,4.5,0,0,0.1,0
Sultan Mandash,S. Mandash,F,Saudi Arabia,4,0,0,0.1,0
Philipp Lienhart,P. Lienhart,D,Austria,5,7,7,0.1,0
José Luis Rodríguez,J. L. Rodríguez,M,Panama,4.5,0,0,0,0
Aurèle Amenda,A. Amenda,D,Switzerland,5,0,0,0.1,0
Juninho Bacuna,J. Bacuna,M,Curaçao,4.5,4,4,0.1,0
Santiago Mele,S. Mele,G,Uruguay,4.5,0,0,0.1,0
