name,short_name,position,team,price,total_score,average_score,owned_percentage,form
Morten Thorsby,M. Thorsby,M,Norway,4.5,0,0,0.1,0
Cédric Itten,C. Itten,F,Switzerland,4,0,0,0.2,0
Marko Stamenić,M. Stamenić,M,New Zealand,4,4,4,0.1,0
Miro Muheim,M. Muheim,D,Switzerland,4.5,-3,-3,0.1,0
Khalid Al-Ghannam,K. Al-Ghannam,F,Saudi Arabia,4.5,0,0,0,0
Yuto Nagatomo,Y. Nagatomo,D,Japan,4,0,0,0.3,0
Harry Souttar,H. Souttar,D,Australia,4.5,11,11,0.1,0
Carl Starfelt,C. Starfelt,D,Sweden,4.5,0,0,0.1,0
Jesper Karlström,J. Karlström,M,Sweden,5,1,1,0.1,0
Cecilio Waterman,C. Waterman,F,Panama,4,0,0,0.2,0
Mark McKenzie,M. McKenzie,D,USA,4.5,0,0,0.1,0
Ermin Mahmic,E. Mahmic,M,Bosnia & Herzegovina,4,0,0,0.1,0
Mattias Svanberg,M. Svanberg,M,Sweden,5,7,7,0.1,0
Livano Comenencia,L. Comenencia,D,Curaçao,4,10,10,0,0
Lukáš Provod,L. Provod,M,Czechia,5.5,3,3,0.4,0
Lukáš Horníček,L. Horníček,G,Czechia,4.5,0,0,0.1,0
Patrick Beach,P. Beach,G,Australia,4,13,13,0.1,0
Sontje Hansen,S. Hansen,M,Curaçao,4,2,2,0,0
Nathan-Dylan Saliba,N. Saliba,M,Canada,4.5,0,0,0.1,0
Jürgen Locadia,J. Locadia,F,Curaçao,4,3,3,0.1,0
Jan Kuchta,J. Kuchta,F,Czechia,4.5,0,0,0,0
Pedro Miguel,P. Miguel,D,Qatar,4,6,6,0.1,0
Nathan Patterson,N. Patterson,D,Scotland,4,1,1,0.1,0
Farrukh Sayfiev,F. Sayfiev,D,Uzbekistan,4,0,0,0,0
Zaid Tahseen,Z. Tahseen,D,Iraq,4,-2,-2,0,0
Marcus Pedersen,M. Pedersen,D,Norway,4.5,0,0,0.1,0
Moise Bombito,M. Bombito,D,Canada,4.5,0,0,0,0
Alexander Prass,A. Prass,M,Austria,5,0,0,0.1,0
Gonzalo Valle,G. Valle,G,Ecuador,4,0,0,0.1,0
Gustaf Lagerbielke,G. Lagerbielke,D,Sweden,5,2,2,0.1,0
Ryan Mendes,R. Mendes,M,Cabo Verde,4.5,2,2,0.1,0
Wagner Pina,W. Pina,D,Cabo Verde,4,0,0,0.1,0
Karim Hafez,K. Hafez,D,Egypt,4,1,1,0.1,0
Jakhongir Urozov,J. Urozov,D,Uzbekistan,4,0,0,0,0
Almoez Ali,A. Ali,M,Qatar,4,0,0,0.1,0
Lyndon Dykes,L. Dykes,F,Scotland,4.5,1,1,0.1,0
Thapelo Maseko,T. Maseko,M,South Africa,4,0,0,0.1,0
Angus Gunn,A. Gunn,G,Scotland,4.5,8,8,0.3,0
Ali Al Azaizah,A. Al-Azaizah,F,Jordan,4,1,1,0,0
Elijah Just,E. Just,M,New Zealand,4,15,15,0,0
Samukelo Kabini,S. Kabini,D,South Africa,4,0,0,0,0
Mohamed Alaa,M. Alaa,G,Egypt,4,0,0,0,0
Jalal Hassan,J. Hassan,G,Iraq,4.5,1,1,0.1,0
Sherzod Nasrullaev,S. Nasrullaev,D,Uzbekistan,4,0,0,0,0
Leandro Bacuna,L. Bacuna,M,Curaçao,4,2,2,0.1,0
Dennis Eckert Ayensa,D. Eckert Ayensa,F,Iran,4.5,0,0,0,0
Moisés Ramírez,M. Ramírez,G,Ecuador,4,0,0,0.1,0
Jo Hyeonwoo,J. Hyeonwoo,G,South Korea,4,0,0,0.1,0
César Blackman,C. Blackman,D,Panama,4,0,0,0.1,0
Hossein Kanaani,H. Kanaani,D,Iran,4,0,0,0.1,0
Gastón Olveira,G. Olveira,G,Paraguay,4,0,0,0.1,0
Liam Millar,L. Millar,M,Canada,4,2,2,0.2,0
Cristian Roldán,C. Roldán,M,USA,4,0,0,0.3,0
Hossein Hosseini,H. Hosseini,G,Iran,4,0,0,0,0
Eray Cömert,E. Cömert,D,Switzerland,4.5,0,0,0,0
Khulumani Ndamane,K. Ndamane,D,South Africa,4,0,0,0,0
Jordy Alcivar,J. Alcivar,M,Ecuador,4,0,0,0.2,0
Armando Obispo,A. Obispo,D,Curaçao,4,1,1,0.1,0
Hélio Varela,H. Varela,M,Cabo Verde,4,0,0,0.1,0
Telmo Arcanjo,T. Arcanjo,M,Cabo Verde,4,2,2,0,0
Ken Sema,K. Sema,M,Sweden,4.5,0,0,0,0
Liberato Cacace,L. Cacace,D,New Zealand,4,1,1,0.1,0
Besfort Zeneli,B. Zeneli,M,Sweden,4.5,0,0,0,0
Mohannad Abu Taha,M. A. Taha,M,Jordan,4,6,6,0.1,0
Roozbeh Cheshmi,R. Cheshmi,D,Iran,4,0,0,0,0
Yvon Mvogo,Y. Mvogo,G,Switzerland,4,0,0,0.1,0
Ehsan Hajsafi,E. Hajsafi,D,Iran,4,0,0,0,0
José Fajardo,J. Fajardo,F,Panama,4,0,0,0.1,0
Maximilian Arfsten,M. Arfsten,M,USA,4.5,0,0,0,0
Marco Friedl,M. Friedl,D,Austria,4.5,0,0,0,0
Payam Niazmand,P. Niazmand,G,Iran,4,0,0,0,0
Abdulla Abdullaev,A. Abdullaev,D,Uzbekistan,4,0,0,0,0
Sarpreet Singh,S. Singh,M,New Zealand,4,0,0,0,0
Ali Yousif,A. Yousif,F,Iraq,4,0,0,0.2,0
Silvan Widmer,S. Widmer,D,Switzerland,5,0,0,0.2,0
Edmilson Junior,E. Junior,M,Qatar,4,1,1,0.1,0
Hjalmar Ekdal,H. Ekdal,D,Sweden,4.5,0,0,0.1,0
Juan Sanabria,J. Sanabria,M,Uruguay,4.5,2,2,0.1,0
Viktor Johansson,V. Johansson,G,Sweden,4.5,0,0,0.1,0
Kevin Lenini,K. Lenini,M,Cabo Verde,4,2,2,0,0
Patrick Pentz,P. Pentz,G,Austria,4,0,0,0.1,0
Fredrik André Bjørkan,F. A. Bjørkan,D,Norway,4.5,0,0,0.1,0
Mahdi Torabi,M. Torabi,F,Iran,4.5,0,0,0,0
Andrés Andrade,A. Andrade,D,Panama,4,0,0,0,0
Orlando Mosquera,O. Mosquera,G,Panama,4,0,0,0.1,0
Luca Jaquez,L. Jaquez,D,Switzerland,4.5,0,0,0,0
Christian Fassnacht,C. Fassnacht,M,Switzerland,4.5,0,0,0,0
Ahmed Basil,A. Basil,G,Iraq,4,0,0,0.1,0
Yoel Bárcenas,Y. Bárcenas,M,Panama,4,0,0,0.1,0
George Hirst,G. Hirst,F,Scotland,4,0,0,0.2,0
Luc De Fougerolles,L. D. Fougerolles,D,Canada,4,4,4,0.1,0
Bradley Cross,B. Cross,D,South Africa,4,0,0,0.1,0
Richie Laryea,R. Laryea,D,Canada,4.5,7,7,0.1,0
Mojmír Chytil,M. Chytil,F,Czechia,4.5,0,0,0,0
Alexander Bernhardsson,A. Bernhardsson,F,Sweden,4.5,2,2,0.1,0
Sabri Ben Hessen,S. B. Hessen,G,Tunisia,4,0,0,0,0
Matthew Freese,M. Freese,G,USA,4.5,1,1,0.1,0
Phillipp Mwene,P. Mwene,D,Austria,5,1,1,0.1,0
Lee Tae-seok,T. Lee,D,South Korea,4.5,6,6,0.1,0
Saleh Hardani,S. Hardani,D,Iran,4.5,0,0,0,0
Nizar Al-Rashdan,N. Al-Rashdan,M,Jordan,4,6,6,0,0
Yazeed Abu Laila,Y. Abu Laila,G,Jordan,4,0,0,0.1,0
Miles Robinson,M. Robinson,D,USA,4,0,0,0.3,0
Elliot Stroud,E. Stroud,M,Sweden,4.5,1,1,0,0
Aziz Behich,A. Behich,D,Australia,4.5,1,1,0,0
Braian Ojeda,B. Ojeda,M,Paraguay,4.5,0,0,0,0
Kim Seung-gyu,K. Seung-gyu,G,South Korea,4.5,5,5,0.1,0
Dong-gyeong Lee,D. G. Lee,M,South Korea,4.5,0,0,0.1,0
Jacob Shaffelburg,J. Shaffelburg,M,Canada,4.5,1,1,0,0
Lucas Herrington,L. Herrington,D,Australia,4.5,0,0,0,0
Umarbek Eshmuradov,U. Eshmuradov,D,Uzbekistan,4,0,0,0,0
Shahriar Moghanlou,S. Moghanlou,F,Iran,4.5,3,3,0,0
Ross Stewart,R. Stewart,F,Scotland,4,0,0,0.2,0
Gustavo Velázquez,G. Velázquez,D,Paraguay,4,0,0,0.1,0
Fahad Talib,F. Talib,G,Iraq,4,0,0,0,0
Jacob Widell Zetterström,J. W. Zetterström,G,Sweden,4,0,0,0.1,0
Miloš Degenek,M. Degenek,D,Australia,4,0,0,0.1,0
Olwethu Makhanya,O. Makhanya,D,South Africa,4,0,0,0,0
Kosta Barbarouses,K. Barbarouses,F,New Zealand,4,0,0,0.1,0
Ali Majrashi,A. Majrashi,D,Saudi Arabia,4.5,0,0,0,0
Eric Smith,E. Smith,D,Sweden,4.5,0,0,0,0
Shoja Khalilzadeh,S. Khalilzadeh,D,Iran,4.5,1,1,0,0
Maxime Crépeau,M. Crépeau,G,Canada,4,3,3,0.4,0
Jamiro Monteiro,J. Monteiro,M,Cabo Verde,4,4,4,0,0
Mohammad Ghorbani,M. Ghorbani,M,Iran,4,0,0,0,0
Botirali Ergashev,B. Ergashev,G,Uzbekistan,4,0,0,0.1,0
Issa Laye,I. Laye,D,Qatar,4,5,5,0,0
Michal Sadílek,M. Sadílek,M,Czechia,5,1,1,0.1,0
Riechedly Bazoer,R. Bazoer,D,Curaçao,4,-4,-4,0,0
Tomás Rodríguez,T. Rodríguez,F,Panama,4,0,0,0.1,0
Hassan Kadesh,H. Kadesh,D,Saudi Arabia,4,0,0,0,0
Alex Paulsen,A. Paulsen,G,New Zealand,4,0,0,0.1,0
Alexandro Maidana,A. Maidana,D,Paraguay,4,0,0,0.1,0
Tony Ralston,T. Ralston,D,Scotland,4,0,0,0.1,0
Abdallah Nasib,A. Nasib,D,Jordan,4,3,3,0,0
Azizbek Amanov,Azizbek Amanov,M,Uzbekistan,4,0,0,0,0
Ziyad Aljohani,Z. Aljohani,M,Saudi Arabia,4.5,0,0,0,0
Jonathan Osorio,J. Osorio,M,Canada,4,1,1,0.2,0
Tarek Alaa,T. Alaa,D,Egypt,4,0,0,0,0
Gilson Tavares,G. Tavares,F,Cabo Verde,4,0,0,0.1,0
Tahsin Mohammed Jamshid,T. Mohammed Jamshid,F,Qatar,4,0,0,0.1,0
Jack Hendry,J. Hendry,D,Scotland,4,9,9,0.1,0
Keisuke Osako,K. Osako,G,Japan,4,0,0,0.1,0
Sander Tangvik,S. Tangvik,G,Norway,4,0,0,0.1,0
John Souttar,J. Souttar,D,Scotland,4.5,0,0,0.1,0
Kenny McLean,K. McLean,M,Scotland,4.5,0,0,0.1,0
Callum McCowatt,C. McCowatt,M,New Zealand,4,3,3,0,0
Connor Metcalfe,C. Metcalfe,M,Australia,4.5,9,9,0,0
Tyler Bindon,T. Bindon,D,New Zealand,4,2,2,0,0
Alexander Schlager,A. Schlager,G,Austria,5,5,5,0.5,0
Robin Hranáč,R. Hranáč,D,Czechia,5,1,1,0.1,0
Laros Duarte,L. Duarte,M,Cabo Verde,4.5,1,1,0,0
José Canale,J. Canale,D,Paraguay,4,0,0,0.1,0
Zaid Ismail,Z. Ismail,M,Iraq,4,3,3,0.1,0
Ajdin Hrustić,A. Hrustić,M,Australia,4.5,0,0,0,0
Luis Mejía,L. Mejía,G,Panama,4,0,0,0,0
Pico,Pico,D,Cabo Verde,4,10,10,0.1,0
Paul Okon-Engstler,P. Okon-Engstler,M,Australia,4.5,11,11,0,0
Cameron Burgess,C. Burgess,D,Australia,4.5,10,10,0,0
Awer Mabil,A. Mabil,M,Australia,4,0,0,0.1,0
Gervane Kastaneer,G. Kastaneer,F,Curaçao,4,0,0,0.1,0
Azarias Londoño,A. Londoño,M,Panama,4,0,0,0,0
Jesse Randall,J. Randall,F,New Zealand,4,1,1,0.1,0
Mahmoud Al-Mardi,M. Al-Mardi,M,Jordan,4,1,1,0,0
Bekhruz Karimov,B. Karimov,D,Uzbekistan,4,0,0,0,0
Amirmohammad Razzaghinia,A. Razzaghinia,M,Iran,4.5,0,0,0,0
Stopira,Stopira,D,Cabo Verde,4,0,0,0.1,0
CJ Dos Santos,C. Dos Santos,G,Cabo Verde,4,0,0,0,0
Grant Hanley,G. Hanley,D,Scotland,4.5,10,10,0,0
Mustafa Saadoon,M. Saadoon,D,Iraq,4,-1,-1,0,0
Carlos Harvey,C. Harvey,D,Panama,4,0,0,0,0
Vladimír Darida,V. Darida,M,Czechia,5,0,0,0.1,0
Fidel Escobar,F. Escobar,D,Panama,4,0,0,0,0
Nishan Velupillay,N. Velupillay,M,Australia,4,0,0,0,0
Jearl Margaritha,J. Margaritha,M,Curaçao,4,0,0,0,0
Cristian Martínez,C. Martínez,M,Panama,4,0,0,0.1,0
Chris Brady,C. Brady,G,USA,4,0,0,0.1,0
Diney Borges,Diney,D,Cabo Verde,4,11,11,0,0
Aníbal Godoy,A. Godoy,M,Panama,4.5,0,0,0,0
Mathieu Choinière,M. Choinière,M,Canada,4,0,0,0.1,0
David Zima,D. Zima,D,Czechia,4.5,0,0,0,0
Henrik Sælebakke Falchener,H. S. Falchener,D,Norway,4.5,0,0,0,0
Mohammed Abu Al-Shamat,M. A. Al-Shamat,M,Saudi Arabia,4.5,1,1,0,0
Finn Surman,F. Surman,D,New Zealand,4,7,7,0,0
Tomoki Hayakawa,T. Hayakawa,G,Japan,4,0,0,0.1,0
Egil Selvik,E. Selvik,G,Norway,4,0,0,0.1,0
Lukáš Červ,L. Červ,M,Czechia,4.5,0,0,0,0
Joe Bell,J. Bell,M,New Zealand,4,3,3,0,0
Ar'Jany Martha,A. Martha,D,Curaçao,4,0,0,0,0
Edgardo Fariña,E. Fariña,D,Panama,4,0,0,0,0
Marvin Keller,M. Keller,G,Switzerland,4,0,0,0.1,0
Eloy Room,E. Room,G,Curaçao,4,0,0,0.1,0
Štěpán Chaloupek,S. Chaloupek,D,Czechia,4.5,-1,-1,0,0
Aiden O'Neill,A. O'Neill,M,Australia,4.5,4,4,0,0
Kenji Gorré,K. Gorré,M,Curaçao,4,0,0,0,0
Kristoffer Nordfeldt,K. Nordfeldt,G,Sweden,4.5,1,1,0.1,0
Aria Yousefi,A. Yousefi,M,Iran,4.5,1,1,0,0
Benjamin Old,B. Old,M,New Zealand,4,0,0,0,0
Michael Svoboda,M. Svoboda,D,Austria,4,0,0,0.1,0
Mladen Jurkas,M. Jurkas,G,Bosnia & Herzegovina,4,0,0,0.1,0
Jehad Thakri,J. Thakri,D,Saudi Arabia,4.5,0,0,0,0
Ben Waine,B. Waine,F,New Zealand,4,0,0,0.1,0
Raed Chikhaoui,R. Chikhaoui,D,Tunisia,4,0,0,0,0
Sondre Langås,S. K. Langås,D,Norway,4.5,0,0,0.1,0
Deroy Duarte,D. Duarte,M,Cabo Verde,4.5,1,1,0,0
Cameron Devlin,C. Devlin,M,Australia,4.5,0,0,0,0
Boualem Khoukhi,B. Khoukhi,D,Qatar,4,2,2,0,0
Shurandy Sambo,S. Sambo,D,Curaçao,4,0,0,0,0
Liam Kelly,L. Kelly,G,Scotland,4,0,0,0.1,0
Hassan Al Haydos,H. A. Haydos,F,Qatar,4.5,1,1,0.1,0
Sherel Constancio Floranus,S. Floranus,D,Curaçao,4,-2,-2,0,0
Mo Abualnadi,M. Abualnadi,D,Jordan,4,1,1,0,0
Mathew Leckie,M. Leckie,M,Australia,4,0,0,0,0
Craig Gordon,C. Gordon,G,Scotland,4,0,0,0.1,0
Sherzod Esanov,S. Esanov,M,Uzbekistan,4,0,0,0,0
Manaf Younis,M. Younis,D,Iraq,4,0,0,0,0
Noor Al-Rawabdeh,N. Al Rawabdeh,M,Jordan,4,8,8,0,0
Tomáš Holeš,T. Holeš,D,Czechia,4.5,0,0,0,0
Yannick Semedo,Y. Semedo,M,Cabo Verde,4,0,0,0.1,0
Steven Moreira,S. Moreira,D,Cabo Verde,4,6,6,0,0
César Yanis,C. Yanis,M,Panama,4,0,0,0,0
Jin-gyu Kim,J. Kim,M,South Korea,5,1,1,0.2,0
Joel Waterman,J. Waterman,D,Canada,4,0,0,0.1,0
Kim Moon-hwan,M. Kim,D,South Korea,4.5,0,0,0.1,0
Roderick Miller,R. Miller,D,Panama,4,0,0,0,0
Éric Davis,É. Davis,D,Panama,4,0,0,0,0
Song Bum-keun,B. Song,G,South Korea,4,0,0,0.1,0
Amer Jamous,A. Jamous,M,Jordan,4,0,0,0,0
Gi-Hyuk Lee,G. Lee,D,South Korea,4,6,6,0.2,0
Tete Yengi,T. Yengi,F,Australia,4,2,2,0.2,0
Tholo Thabang Matuludi,T. T. Matuludi,D,South Africa,4,0,0,0.1,0
Mohammed Muntari,M. Muntari,F,Qatar,4,0,0,0.2,0
Ehsan Haddad,E. Haddad,M,Jordan,4.5,3,3,0,0
Florian Wiegele,F. Wiegele,G,Austria,4,0,0,0.1,0
Denis Višinský,D. Višinský,M,Czechia,4.5,0,0,0,0
Owen Goodman,O. Goodman,G,Canada,4,0,0,0.1,0
David Douděra,D. Doudera,M,Czechia,4.5,0,0,0,0
Herman Johansson,H. Johansson,M,Sweden,4,0,0,0.4,0
Jin-seob Park,J. S. Park,M,South Korea,4.5,2,2,0.1,0
Jeremy Antonisse,J. Antonisse,M,Curaçao,4,1,1,0,0
Deveron Fonville,D. Fonville,D,Curaçao,4,-2,-2,0,0
Ricardo Goss,R. Goss,G,South Africa,4,0,0,0.1,0
Assim Madibo,A. Madibo,M,Qatar,4,2,2,0.1,0
Dostonbek Khamdamov,D. Khamdamov,M,Uzbekistan,4,0,0,0,0
Hugo Sochurek,H. Sochurek,M,Czechia,4,0,0,0.1,0
Jindřich Staněk,J. Staněk,G,Czechia,4,0,0,0.1,0
Jiovany Ramos,J. Ramos,D,Panama,4,0,0,0,0
Mohammad Ali Hasheesh,M. A. Hasheesh,D,Jordan,4,0,0,0,0
Homam Al-Amin,H. Al-Amin,D,Qatar,4,5,5,0,0
Ryan Thomas,R. Thomas,M,New Zealand,4,0,0,0,0
Alessandro Schöpf,A. Schöpf,M,Austria,4.5,0,0,0,0
Tyrese Noslin,T. Noslin,M,Curaçao,4,0,0,0.1,0
Kim Tae-hyeon,T. H. Kim,D,South Korea,4.5,0,0,0,0
Jacob Italiano,J. Italiano,M,Australia,4,5,5,0.1,0
Meshaal Barsham,M. Barsham,G,Qatar,4,0,0,0.1,0
Mahmud Abunada,M. I. Abunada,G,Qatar,4,3,3,1.4,0
Jorge Gutiérrez,J. Gutiérrez,D,Panama,4,0,0,0,0
Dominic Hyam,D. Hyam,D,Scotland,4,0,0,0.1,0
Alfie Jones,A. Jones,D,Canada,4,0,0,0.1,0
Ahmed Al-Kassar,A. Al-Kassar,G,Saudi Arabia,4,0,0,0.1,0
Joshua Brenet,J. Brenet,D,Curaçao,4,0,0,0,0
Michael Boxall,M. Boxall,D,New Zealand,4,3,3,0,0
Kelvin Pires,K. Pires,D,Cabo Verde,4,0,0,0,0
Brandley Kuwas,B. Kuwas,M,Curaçao,4,0,0,0,0
Jaroslav Zelený,J. Zelený,D,Czechia,4,3,3,0.1,0
Kai Trewin,K. Trewin,D,Australia,4,0,0,0,0
Max Crocombe,M. Crocombe,G,New Zealand,4,1,1,0.1,0
Alberto Quintero,A. Quintero,M,Panama,4,0,0,0.1,0
Ibrahim Sadeh,I. Sadeh,M,Jordan,4,0,0,0,0
Francis De Vries,F. De Vries,D,New Zealand,4,0,0,0,0
Kevin Felida,K. Felida,M,Curaçao,4,0,0,0,0
Rajaei Ayed,R. Ayed,M,Jordan,4,0,0,0,0
Lachlan Bayliss,L. Bayliss,M,New Zealand,4,0,0,0.1,0
Yusuf Abdurisag,Y. Abdurisag,F,Qatar,4,4,4,0.7,0
Avazbek Ulmasaliyev,A. Ulmasaliyev,D,Uzbekistan,4,0,0,0,0
Abdallah Al-Fakhouri,A. Al-Fakhouri,G,Jordan,4,0,0,0,0
Godfried Roemeratoe,G. Roemeratoe,M,Curaçao,4,0,0,0,0
Saad Al Rousan,S. A. Rousan,D,Jordan,4,0,0,0,0
Márcio Rosa,M. Rosa,G,Cabo Verde,4,0,0,0.1,0
Lucas Mendes,L. Mendes,D,Qatar,4,0,0,0.1,0
Noureddin Bani Ateyah,N. B. Ateyah,G,Jordan,4,0,0,0,0
Ali Nemati,A. Nemati,D,Iran,4.5,4,4,0,0
Ahmed Alaaeldin,A. Alaaeldin,F,Qatar,4,0,0,0.1,0
Jassem Gaber Abdulsallam,J. G. Abdulsallam,M,Qatar,4,1,1,0.2,0
Paul Izzo,P. Izzo,G,Australia,4,0,0,0.1,0
César Samudio,C. Samudio,G,Panama,4,0,0,0.1,0
Ahmed Fathi,A. Fathi,M,Qatar,4,1,1,0.2,0
Alexandr Sojka,A. Sojka,M,Czechia,4,3,3,0.3,0
Karim Boudiaf,K. Boudiaf,M,Qatar,4,2,2,0.1,0
Alex Rufer,A. Rufer,M,New Zealand,4,0,0,0.1,0
Saleem Obaid,S. Obaid,D,Jordan,4,-2,-2,0,0
Roshon van Eijma,R. v. Eijma,D,Curaçao,4,0,0,0,0
Wi-je Cho,W. Cho,D,South Korea,4,0,0,0.4,0
Husam Ali Mohammad Abudahab,H. A. M. Abudahab,D,Jordan,4,0,0,0,0
Jurien Gaari,J. Gaari,D,Curaçao,4,0,0,0,0
Nando Pijnaker,N. Pijnaker,D,New Zealand,4,0,0,0,0
Abdelaziz Hatem,A. Hatem,M,Qatar,4,0,0,0,0
Mohamed Naceur Almanai,M. N. Almanai,M,Qatar,4,2,2,0,0
Tyrick Bodak,T. Bodak,G,Curaçao,4,0,0,0.1,0
Jason Geria,J. Geria,D,Australia,4,1,1,0,0
Ayoub Al Oui,A. A. Oui,D,Qatar,4,1,1,0.1,0
Michael Woud,M. Woud,G,New Zealand,4,0,0,0.1,0
Trevor Iriving Doornbusch,T. Doornbusch,G,Curaçao,4,0,0,0.2,0
Salah Zakaria,S. Zakaria,G,Qatar,4,0,0,0.2,0
Ahmed Al-Ganehi,A. Al-Ganehi,M,Qatar,4,0,0,0,0
Mohammad Al Daoud,M. A. Daoud,M,Jordan,4,1,1,0.1,0
Tommy Smith,T. Smith,D,New Zealand,4,0,0,0.1,0
Callan Elliot,C. Elliot,D,New Zealand,4,2,2,0.2,0
Danial Eiri,D. Eiri,D,Iran,4,0,0,0.2,0
Sultan Al-Brake,S. Al-Brake,D,Qatar,4,0,0,0.1,0
Ala'a Al-Hejji,A. Al-Hejji,M,Saudi Arabia,4,1,1,0.8,0
Anas Badawi,A. Badawi,D,Jordan,4,0,0,0.3,0
James McGarry,J. McGarry,D,New Zealand,4,0,0,0.1,0
Alhashmi Mohialdin,A. Mohialdin,D,Qatar,4,0,0,0.6,0